anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2012,149,1723,1551,4,3,0,4331,1788,1418,0,0,214,1,4.75,75,12.11,298,2
2023,136,2002,1099,3,8,0,4330,1791,1404,0,0,318,0,4.7,95,11.91,285,2
2015,195,1667,1384,5,6,0,4957,1648,1429,1,0,262,1,4.99,123,11.11,365,3
2022,131,1475,1818,2,7,0,4077,1708,1483,1,1,245,0,4.16,81,15.03,302,2
2007,69,2603,1829,4,5,0,4646,1868,1464,0,1,157,0,7.6,144,13.66,321,0
2006,108,2324,1647,5,9,1,5019,1614,1447,1,0,176,1,4.92,101,13.62,401,0
2021,162,1420,1484,4,8,1,4706,1887,1393,1,0,301,1,3.5,75,12.15,345,2
2007,156,2084,1149,3,3,1,4101,1820,1388,0,1,248,0,4.06,79,11.59,372,1
2006,77,1429,1580,4,6,0,4116,1720,1413,2,0,273,1,5.19,143,13.92,271,1
2013,111,1208,1360,4,9,1,4275,1713,1487,0,1,224,1,4.47,97,11.53,301,1
2023,117,2317,1540,3,4,1,4547,1932,1503,1,0,203,1,4.84,89,12.73,567,3
2018,125,948,1242,4,6,0,4568,1893,1514,2,1,266,1,4.01,75,11.65,320,0
2006,85,2263,1357,4,8,0,4118,1770,1450,2,1,236,1,5.81,135,12.53,183,0
2021,115,1674,1441,4,4,1,4238,1791,1481,0,0,210,1,4.63,85,12.01,406,3
2021,111,1694,1462,4,6,1,4257,1728,1437,1,0,135,1,3.5,95,11.81,311,0
2021,171,2005,1523,5,6,0,4446,1791,1311,0,0,277,1,5.35,125,10.8,400,1
2023,172,2091,1255,4,3,0,5095,1726,1433,0,0,246,1,4.3,102,11.48,383,3
2009,134,1387,1064,5,3,0,4220,1774,1420,2,1,184,1,4.08,93,11.58,424,3
2024,124,2159,1806,4,6,0,4207,1925,1367,0,0,291,0,6.31,160,12.74,366,0
2011,146,1857,2022,2,3,1,4160,1772,1405,1,0,235,1,5.55,78,13.55,352,2
2021,107,1172,1512,4,9,0,4691,1696,1461,0,1,236,0,4.06,75,13.11,486,2
2016,94,1715,1069,4,6,1,4488,1671,1359,0,1,273,0,4.21,100,11.95,180,0
2020,102,2491,1207,4,7,1,4231,1790,1393,0,0,260,1,3.5,88,13.82,255,1
2017,115,2638,1527,5,5,0,4391,1719,1574,0,1,238,1,6.53,119,13.38,304,1
2017,93,2159,1735,5,4,1,4263,1800,1322,0,0,209,0,6.3,99,14.62,222,1
2017,146,1205,1097,5,5,1,4589,1650,1435,0,1,339,1,3.5,75,11.29,337,3
2020,169,2045,1369,4,7,0,5200,1835,1357,2,0,176,1,6.38,150,11.66,342,2
2019,77,2225,1449,4,5,0,4665,1695,1390,1,1,265,1,6.0,135,12.33,470,1
2007,141,2163,1616,4,4,1,4472,1784,1434,1,0,215,1,5.56,115,12.14,371,3
2021,131,2192,1314,4,3,0,4301,1753,1371,0,0,247,1,4.38,75,11.51,356,1
2015,154,1982,1009,5,6,0,4097,1917,1496,0,1,294,1,4.13,86,13.07,340,0
2011,139,1764,1555,5,7,0,4720,1794,1558,1,0,201,0,5.89,126,11.83,291,3
2015,82,1496,1681,4,6,0,4704,1936,1517,0,0,256,1,5.34,109,13.04,466,0
2024,90,851,1379,5,4,0,4360,1825,1532,0,0,236,1,3.5,75,11.61,487,1
2022,141,1970,1501,5,3,0,4864,1894,1340,2,1,182,0,4.1,97,12.73,278,3
2021,181,1893,1281,4,5,0,4506,1763,1431,0,0,295,0,4.5,111,10.65,526,1
2014,60,2079,1189,5,4,0,4732,1808,1487,2,1,263,1,3.5,75,13.31,325,1
2020,154,1131,1657,3,3,1,4589,1877,1520,0,0,194,1,3.57,75,11.19,316,0
2012,188,2123,1497,2,9,0,4447,1852,1590,0,1,286,1,3.56,75,11.77,424,3
2018,134,2827,1523,4,4,1,4214,1822,1536,0,1,170,1,5.97,116,11.43,426,1
2017,162,1839,1776,4,4,1,4456,1754,1522,2,0,218,1,6.03,135,12.11,373,1
2009,112,1769,1136,4,6,0,4753,1767,1661,1,1,194,0,4.22,99,11.86,356,2
2010,135,1955,1262,5,8,0,4348,1871,1458,1,0,265,1,6.16,155,11.34,483,1
2006,75,2816,1439,4,5,0,4632,1888,1427,0,0,191,1,7.28,183,12.48,327,0
2007,60,1288,1259,4,7,1,4175,1733,1464,2,1,266,1,3.69,75,13.48,367,0
2013,178,1902,1596,4,2,0,4734,1720,1377,0,1,256,1,5.46,167,13.46,536,2
2014,101,1400,1353,2,6,0,4594,1708,1455,0,1,197,1,4.01,107,12.8,261,0
2008,122,1526,1152,5,2,0,4139,1846,1312,1,1,330,1,4.44,89,11.42,331,1
2013,85,1775,1416,4,3,0,4433,1706,1408,1,0,175,1,4.77,107,12.65,470,2
2017,84,2474,1443,5,6,1,4779,1845,1441,1,1,135,1,5.18,79,12.77,434,2
2009,133,2700,1634,4,3,1,4122,1824,1526,0,0,271,1,6.28,132,13.01,454,0
2011,111,2024,1498,2,2,0,4179,1736,1539,2,1,100,1,5.25,142,12.94,255,1
2012,155,1612,1515,2,3,0,4479,1905,1373,0,1,310,0,5.92,180,11.32,409,0
2015,158,3046,1480,2,8,0,5140,1663,1616,2,0,226,1,6.1,132,12.52,368,3
2012,153,1586,1353,5,6,0,4298,1913,1462,0,1,134,1,4.55,105,12.55,582,1
2019,150,1514,1221,4,5,0,4649,1806,1469,0,1,163,1,3.5,83,12.64,456,1
2011,203,913,1472,4,9,0,4578,1614,1321,0,1,122,1,4.03,113,11.3,377,3
2013,97,2498,1317,4,5,1,4323,1907,1400,0,1,243,1,6.24,113,12.75,403,0
2012,138,2284,1822,5,9,0,4548,1858,1534,0,1,140,1,5.92,177,12.38,387,0
2008,185,3009,1736,4,4,1,4366,1746,1464,1,0,250,1,6.78,136,12.02,440,1
2018,191,1105,1558,5,2,0,4393,1703,1459,1,0,202,1,4.13,76,11.86,300,2
2009,83,2529,1495,5,2,0,4002,1654,1468,0,1,191,1,4.22,89,12.71,492,2
2010,128,1835,1378,4,4,0,4493,1973,1335,0,0,251,1,5.37,105,12.23,261,2
2020,194,2203,1085,4,3,0,4770,1706,1442,1,0,257,0,3.66,85,10.74,403,3
2023,160,976,1346,4,3,0,4517,1679,1563,2,1,289,0,3.83,75,11.6,306,3
2018,148,2534,1425,4,5,1,4827,1801,1537,0,1,182,1,5.51,117,13.01,391,2
2023,131,2193,1457,5,9,1,4674,1649,1440,2,1,218,1,4.51,103,12.3,471,3
2022,125,1781,1517,4,3,1,4482,1701,1575,0,0,182,1,4.38,110,12.41,226,0
2014,152,2123,1630,5,3,0,4312,1860,1349,1,0,230,0,5.15,124,11.36,361,2
2020,130,1417,1227,4,9,0,4354,1817,1372,1,1,173,0,4.31,113,12.31,247,1
2011,138,1510,1229,4,3,0,4059,1749,1599,0,0,195,0,3.97,80,11.32,347,1
2014,143,1568,1763,5,8,1,4420,1781,1496,0,0,195,1,3.5,77,13.18,249,2
2015,113,874,1593,4,6,1,4544,1745,1427,1,0,238,1,4.31,75,11.84,395,2
2024,161,2231,1302,3,9,0,5015,1775,1446,0,1,220,0,5.57,121,12.03,352,3
2021,257,2396,1373,4,6,1,4658,1719,1385,0,0,250,1,5.52,121,9.15,449,2
2014,69,1449,1374,4,6,0,4241,1734,1472,0,0,214,1,6.14,144,13.09,485,1
2018,153,1974,1408,5,3,0,4068,1731,1466,1,0,185,1,5.53,96,11.68,372,2
2009,110,1667,1518,4,6,0,4438,1722,1452,0,0,231,1,5.61,117,12.76,459,0
2021,163,1964,2034,5,7,0,4744,1864,1357,0,1,165,1,7.56,161,12.85,509,3
2016,142,1486,1447,4,9,1,4434,1842,1471,2,1,254,1,3.5,75,11.72,297,3
2015,170,1358,1566,4,2,1,4663,1705,1408,1,1,203,1,3.5,80,11.93,511,2
2020,187,2326,978,3,3,0,4446,1684,1371,0,0,232,0,3.53,75,10.63,374,3
2017,148,1768,1279,5,2,0,4715,1767,1551,0,0,233,1,5.37,120,11.93,297,2
2006,185,2811,1707,4,8,0,4021,1952,1624,0,0,316,1,6.47,133,12.18,401,1
2010,60,1823,1501,4,2,0,4981,1698,1605,0,1,243,1,5.65,142,12.82,384,0
2008,204,1337,850,4,9,0,4166,1767,1502,0,0,224,1,3.5,89,11.15,247,2
2019,155,2413,1569,4,4,0,4738,1787,1429,0,0,178,0,6.0,126,12.28,286,1
2005,183,2115,1880,5,4,0,4418,1771,1444,0,0,268,1,5.83,178,11.99,526,2
2009,91,2163,901,4,9,0,4465,1743,1482,1,1,204,0,4.12,81,12.06,404,2
2016,107,2395,1780,5,7,0,4428,1872,1416,0,1,128,0,6.17,154,13.53,513,1
2018,146,1474,850,2,6,1,4577,1816,1556,0,0,208,1,3.5,75,10.64,345,3
2015,139,1736,1634,3,9,0,4637,1848,1287,2,1,231,1,6.35,154,12.52,310,2
2022,151,1714,1398,4,8,0,4818,1827,1426,0,0,171,0,4.19,101,12.37,235,3
2023,183,1155,850,5,7,0,4922,1852,1514,1,1,213,1,3.68,75,11.64,477,3
2007,69,1668,1512,4,4,1,4600,1907,1382,0,1,216,1,4.72,97,12.07,420,2
2024,179,2468,1688,4,9,0,5014,1886,1431,0,1,217,1,4.72,130,13.07,354,3
2017,140,1919,1491,4,7,0,4528,1966,1497,0,1,294,1,5.07,99,12.41,312,0
2017,132,1127,1546,4,9,1,4823,1877,1571,0,0,141,1,5.01,110,12.45,490,2
2006,81,1022,1297,4,9,1,4629,1726,1346,1,0,342,1,3.5,76,13.23,365,0
2017,160,2632,935,5,6,0,4335,1848,1341,0,1,218,1,4.12,90,9.46,361,3
2019,60,1755,1573,4,4,0,4554,1837,1374,0,1,255,1,4.07,75,14.01,327,0
2016,166,1476,1837,4,9,1,4651,1934,1327,0,0,228,1,4.0,93,13.25,347,1
2006,80,1663,1682,4,9,0,4490,1703,1333,0,0,116,1,5.11,113,12.79,427,0
2015,142,1061,903,4,2,0,4624,1825,1372,0,0,157,1,3.5,89,10.07,255,1
2023,135,2512,1021,4,7,0,4760,1726,1549,0,0,189,0,3.64,83,12.21,393,3
2019,187,1603,1189,5,6,0,4493,1821,1425,0,1,280,1,5.24,116,10.18,466,2
2007,133,2484,1002,4,7,0,3617,1763,1453,1,0,137,0,4.5,104,11.46,355,0
2024,112,1826,1411,5,9,0,5003,1818,1374,1,1,169,1,5.22,99,13.19,485,1
2024,120,2515,1498,3,4,0,4411,1667,1501,0,0,230,1,6.41,171,12.59,498,0
2008,191,1928,1042,5,9,0,4253,1843,1600,2,1,248,0,3.5,75,11.23,459,2
2021,161,2227,1594,3,7,0,4163,1796,1379,0,1,247,1,4.96,104,12.2,324,3
2013,125,2160,1550,5,2,1,4399,1792,1588,0,1,161,1,5.48,135,12.98,376,3
2016,131,2112,1263,4,6,0,4331,1936,1479,1,1,124,1,4.16,95,11.63,410,0
2013,77,1974,1357,2,3,0,4279,1749,1451,1,0,252,1,5.46,116,12.24,333,0
2020,156,1684,913,4,9,0,4295,1807,1482,0,0,306,0,4.41,102,10.78,331,3
2024,70,2758,1317,4,8,0,4659,1788,1481,2,1,199,0,4.07,97,11.97,333,0
2020,170,1347,1402,4,9,0,5109,1796,1599,2,1,151,1,3.92,85,12.21,623,3
2023,145,1802,1442,4,6,0,4746,1958,1492,0,1,194,1,4.53,112,10.76,363,2
2023,235,1807,1495,5,5,1,4837,1785,1493,0,1,244,1,3.63,75,11.49,483,3
2006,96,2001,1461,5,5,0,4387,1735,1416,1,0,206,0,4.97,113,12.84,299,0
2010,136,1585,1334,4,9,1,4531,1930,1517,2,0,304,1,3.5,81,11.36,536,2
2019,212,1957,1472,5,3,1,4628,1755,1373,0,1,275,0,4.24,96,10.76,347,3
2016,188,1716,1651,4,9,0,4302,1652,1459,0,1,231,1,5.57,85,11.9,380,2
2006,112,1009,1376,2,5,0,4372,1721,1681,1,1,103,1,4.97,107,12.89,214,2
2006,149,1805,1479,4,6,1,4756,1680,1250,0,1,178,1,4.49,78,12.48,483,2
2015,140,1250,1353,3,7,0,4827,1636,1469,1,1,187,1,5.0,129,11.46,505,1
2017,151,933,1238,4,2,1,4520,1751,1472,0,1,175,1,3.5,75,11.83,273,2
2008,112,1868,1531,4,3,1,4141,1774,1432,1,0,231,1,3.71,90,12.68,478,0
2008,136,2044,1261,4,3,0,4411,1874,1434,0,1,233,0,4.59,84,12.12,259,0
2007,76,2063,1497,4,8,1,4068,1830,1457,0,0,120,0,5.16,114,12.29,429,0
2016,145,2084,1407,5,2,0,4523,1827,1430,1,0,268,1,5.76,127,11.97,355,3
2005,158,834,1324,4,6,0,4577,1709,1468,0,1,221,1,5.07,154,12.4,501,2
2016,131,1119,1318,5,2,0,4419,1851,1411,0,0,241,1,4.08,104,12.19,401,3
2014,75,2787,1273,4,8,0,4573,1891,1612,0,0,265,0,6.04,153,12.69,468,1
2014,180,1276,989,4,9,1,4625,1812,1430,2,1,174,0,3.5,93,11.9,494,2
2018,155,2105,1496,4,5,1,4577,1814,1496,0,1,296,1,3.88,84,12.33,356,2
2015,111,1457,1458,5,3,0,4140,1679,1396,1,0,211,1,4.46,97,11.88,369,2
2019,129,1840,1612,3,5,0,4424,1864,1525,0,1,311,0,7.57,162,12.27,280,2
2020,80,1483,1267,4,7,0,4623,1922,1509,1,0,166,0,4.62,106,12.48,357,1
2023,99,2081,1874,5,7,0,4974,1806,1484,0,0,306,1,6.67,91,12.5,564,0
2020,118,1868,1305,5,7,0,4418,1732,1368,0,1,166,1,5.15,113,12.11,445,1
2015,189,1576,1181,4,6,0,4665,1767,1390,0,1,373,1,3.5,79,11.47,289,3
2014,114,1275,1152,2,7,1,4763,1746,1585,0,1,163,0,3.5,75,12.74,533,0
2009,166,1934,967,3,3,0,4441,1751,1389,1,1,283,1,3.5,75,10.12,413,0
2016,118,1194,1783,4,3,0,4845,1832,1501,1,1,198,0,5.65,122,13.31,463,2
2007,150,2014,1743,5,9,0,4861,1802,1374,1,1,263,1,5.99,104,12.75,431,1
2023,134,3113,1550,4,6,0,4914,1860,1531,1,0,218,1,6.4,175,12.31,428,3
2021,175,2475,1176,2,8,0,4638,1810,1395,1,1,155,0,4.37,93,11.44,203,3
2007,119,2159,1853,3,7,0,5200,1711,1373,2,1,100,1,5.46,86,13.36,492,0
2020,77,1757,1312,4,5,0,4315,1740,1393,1,0,370,1,5.05,108,13.34,180,0
2007,85,831,1333,4,6,1,5137,1735,1406,0,1,224,1,3.5,82,13.49,483,0
2019,119,1139,1759,2,7,0,4730,1765,1482,0,1,100,1,4.51,102,14.48,394,0
2006,90,2441,1565,2,3,0,4902,1924,1456,0,0,238,0,5.15,99,12.84,465,0
2014,156,1405,1950,4,5,1,4404,1936,1362,1,0,261,1,4.58,87,12.58,393,3
2018,121,1450,1462,2,7,0,4753,1847,1448,0,0,177,1,4.71,100,11.69,480,2
2019,235,1717,1301,4,2,1,4928,1790,1359,0,0,177,1,4.49,88,10.27,389,3
2013,70,1269,1247,3,2,0,4174,1671,1501,1,1,219,0,3.5,75,13.18,398,1
2023,148,1187,938,4,3,0,4451,1798,1516,0,0,292,1,3.5,76,11.42,416,3
2020,95,1775,1330,5,6,0,3858,1717,1448,0,1,226,1,3.5,75,13.03,536,1
2009,120,1354,1686,5,3,0,4447,1910,1472,1,1,308,1,4.91,122,12.63,434,2
2018,146,1429,1550,5,5,1,4255,1652,1590,0,0,288,1,4.05,97,11.75,257,0
2019,60,1409,1405,4,3,0,4435,1811,1437,0,0,206,0,4.92,93,14.06,328,1
2011,149,2061,1151,2,4,1,5200,1710,1374,0,0,126,1,3.5,75,10.81,446,2
2019,216,1684,1457,4,2,1,5015,1779,1496,0,0,206,1,4.38,86,11.97,504,2
2022,122,1711,1653,5,8,1,4068,1833,1359,0,0,252,1,3.68,77,12.88,306,1
2021,150,2098,1508,2,5,1,4667,1862,1433,0,0,224,1,3.5,76,11.58,586,3
2020,181,1729,1442,4,3,0,4740,1775,1402,1,1,258,0,4.76,111,11.1,400,2
2017,133,1661,1201,4,6,0,4399,1841,1394,1,1,272,1,4.51,105,11.49,416,2
2010,117,2035,1617,4,9,1,4553,1727,1430,0,0,252,0,4.96,126,12.88,267,1
2020,60,2134,850,5,8,0,4583,1800,1522,0,0,203,1,3.5,78,11.23,483,1
2012,166,1726,1496,4,9,0,4096,1860,1538,0,1,251,1,5.02,91,13.03,333,1
2015,135,1840,2043,4,5,0,4191,1807,1524,0,0,354,1,6.19,106,13.14,308,1
2011,99,1409,1023,5,4,0,4552,1738,1477,0,1,131,1,3.88,104,12.38,352,0
2011,145,1370,1340,3,4,1,4530,1758,1429,0,0,249,1,4.37,98,12.11,505,1
2008,117,2185,1398,3,4,0,4287,1861,1261,0,1,330,1,6.2,140,13.47,417,0
2024,119,2022,1284,4,9,0,4262,1693,1479,1,0,150,1,4.39,102,11.68,295,2
2007,164,2028,1659,4,3,1,4473,1704,1268,0,0,280,1,6.14,131,12.21,329,0
2006,86,1940,1518,4,8,0,4766,1828,1296,2,1,288,0,4.75,111,12.26,511,1
2023,182,1823,1438,2,9,1,4477,1745,1437,0,0,131,1,5.32,106,11.55,358,3
2016,84,2148,1599,5,8,0,4987,1664,1471,1,1,263,1,4.89,123,13.97,439,3
2013,113,2268,1404,4,7,0,4291,1888,1414,0,0,204,1,3.72,76,12.38,449,0
2019,217,2256,2195,4,8,0,4558,1692,1573,1,0,216,1,8.61,166,13.97,180,2
2012,185,1750,1438,4,2,0,4394,1764,1487,2,0,201,1,4.39,75,11.77,492,3
2007,144,2493,1449,5,8,0,4676,1730,1430,0,1,299,1,5.97,127,11.95,306,2
2019,102,1914,972,4,6,0,4266,1756,1561,0,1,213,1,3.5,90,12.09,344,0
2008,119,2116,1264,5,9,0,5078,1709,1575,2,0,192,1,6.81,140,11.02,531,1
2016,143,1941,1687,3,2,0,3993,1837,1491,2,1,193,1,7.23,129,12.28,501,2
2023,142,1924,1066,4,9,0,5015,1789,1388,2,1,200,1,4.92,112,10.8,434,1
2023,136,1432,861,5,6,0,4527,1859,1406,0,0,155,1,3.5,75,10.9,446,2
2012,139,2151,1408,4,2,1,4666,1731,1334,0,0,192,1,5.25,133,11.91,470,3
2020,131,3223,1743,4,6,1,4900,1951,1447,0,0,227,1,6.26,150,13.44,518,2
2017,82,1613,1411,5,2,1,4757,1628,1366,1,0,244,1,4.68,81,12.58,523,0
2014,119,1835,1316,3,2,0,4281,1653,1424,0,1,292,1,4.28,92,11.7,384,3
2007,177,1577,935,4,6,0,4680,1920,1471,0,0,234,1,4.69,93,11.48,319,2
2012,85,1556,1513,5,8,0,5060,1818,1291,0,0,192,1,4.62,86,11.04,367,1
2018,132,2572,1565,5,2,1,4234,1807,1349,0,1,159,0,4.9,102,12.67,385,0
2024,107,1464,955,5,4,1,5136,1815,1409,1,0,238,1,3.5,81,11.56,388,0
2005,144,1563,1684,5,5,0,4616,1826,1446,0,1,213,1,5.87,128,12.73,292,1
2019,124,1006,1591,2,6,0,4370,1804,1410,1,1,215,1,4.15,85,13.09,417,3
2021,199,1421,1683,5,2,1,4232,1703,1428,0,0,236,1,4.68,75,11.84,233,1
2024,160,946,1546,4,7,0,4433,1845,1394,0,0,251,0,3.73,75,12.27,386,2
2013,88,2116,1563,4,5,0,3913,1833,1334,0,0,236,0,6.3,149,12.51,381,0
2007,167,3200,1530,4,9,0,4375,1894,1407,0,1,210,1,8.04,145,11.28,389,1
2010,109,1617,1617,5,4,1,4421,1921,1433,0,0,172,1,4.68,115,12.7,456,0
2022,117,967,945,4,5,0,4178,1806,1425,1,1,183,1,4.17,84,10.97,438,2
2022,153,2250,1025,5,2,0,4724,1682,1459,0,1,271,1,4.82,109,10.88,584,0
2017,120,1437,1216,3,9,0,4434,1922,1484,0,0,195,1,5.54,115,12.49,334,3
2007,176,2450,1368,3,8,0,4309,1699,1505,1,1,139,1,5.55,103,12.66,401,2
2007,109,1659,1497,4,4,1,4402,1807,1399,0,1,290,1,3.5,78,13.47,397,2
2014,115,1484,1481,2,5,1,4607,1759,1324,0,0,163,1,3.5,75,12.96,396,2
2016,114,1711,1679,4,8,0,4522,1746,1552,0,1,222,1,5.03,98,13.13,267,2
2005,117,2179,1687,4,4,0,4290,1841,1481,0,0,249,1,5.58,83,13.38,270,3
2018,184,1686,1182,4,3,1,4538,1800,1374,0,1,220,1,3.5,86,11.47,381,2
2015,165,1552,1460,2,3,1,4485,1821,1472,0,1,100,1,4.75,99,13.21,238,2
2005,208,1701,1188,3,7,0,4158,1715,1535,0,0,243,1,3.5,89,10.13,343,1
2006,231,1164,1353,4,3,0,4413,1766,1588,0,0,300,1,5.04,120,11.14,321,2
2014,99,1999,1480,4,2,0,4674,1718,1470,1,0,267,1,7.02,178,11.81,356,1
2019,143,907,850,4,3,1,4672,1764,1535,1,0,100,1,3.5,75,11.19,486,3
2021,93,1578,2003,4,9,0,4431,1770,1353,0,1,348,1,6.52,117,12.96,280,0
2013,109,2180,1542,4,8,0,4703,1928,1447,0,0,140,1,5.35,130,11.85,464,0
2010,115,1952,1251,4,9,1,4206,1759,1423,1,1,155,1,4.52,96,11.45,322,1
2024,98,2095,1882,3,4,0,4215,1610,1477,0,0,267,1,5.32,110,13.54,333,0
2014,98,1767,1313,4,5,1,4425,1892,1579,1,0,247,1,3.63,84,12.46,423,0
2011,134,2385,1433,4,5,0,4949,1816,1470,0,0,225,1,6.5,149,13.53,365,2
2013,91,2262,1278,4,6,0,4549,1770,1375,0,0,186,1,4.92,118,12.21,300,1
2005,174,2023,1813,4,2,1,4417,1745,1349,0,1,300,1,4.46,80,13.1,344,3
2011,103,2264,1374,4,6,1,4963,1704,1582,1,0,218,0,5.5,130,12.41,230,0
2015,252,2175,1437,5,2,1,4414,1935,1491,0,1,126,1,3.5,75,11.36,415,3
2023,122,1580,1701,4,4,1,5170,1784,1486,0,1,294,1,4.51,108,13.12,180,2
2019,143,1128,1546,4,4,0,4347,1641,1423,0,0,233,1,4.91,122,12.84,455,1
2020,88,2010,1386,5,7,0,4196,1806,1471,1,0,287,0,4.91,118,11.88,430,0
2015,208,2073,1678,4,9,0,4450,1876,1371,0,0,254,1,7.94,172,10.19,523,0
2007,185,2345,2035,4,7,1,4425,1793,1481,1,0,363,0,7.28,167,12.9,575,0
2012,152,1332,1479,5,5,0,4258,1708,1356,0,1,201,0,4.5,114,11.15,458,1
2024,86,1347,1429,2,6,1,5200,1701,1421,0,0,221,1,3.85,87,13.41,336,0
2005,148,2030,1443,5,6,1,4596,1707,1399,0,0,263,1,4.83,104,11.58,576,0
2022,95,1764,1728,4,3,1,4639,1902,1200,2,0,202,1,4.77,109,12.49,274,1
2018,198,857,1250,4,9,1,4361,1774,1422,0,0,268,1,3.5,75,12.54,206,3
2010,172,1988,1330,4,9,0,4327,1646,1378,0,1,100,0,4.58,122,11.68,541,2
2020,144,874,1016,3,3,0,4808,1811,1433,1,1,216,1,3.5,75,11.28,440,2
2021,60,1327,1104,5,2,1,3997,1791,1450,0,1,214,1,3.5,75,13.04,201,0
2005,101,2476,1271,3,3,0,4157,1744,1591,0,0,212,1,3.87,80,12.62,252,0
2007,168,2712,1386,4,7,0,4426,1698,1474,0,0,167,1,6.82,137,12.24,428,2
2018,189,1192,1842,4,2,1,4905,1695,1477,1,0,274,1,4.18,91,11.42,309,3
2024,184,1635,1534,5,2,0,4388,1867,1490,0,1,190,1,4.88,91,12.28,314,3
2005,76,1821,1172,3,7,0,4625,1800,1520,1,0,232,0,3.83,109,12.06,560,1
2018,152,2691,1218,5,3,0,4508,1818,1486,1,0,218,1,4.47,80,10.86,574,3
2007,181,1554,1744,4,2,0,4889,1800,1473,0,1,250,1,4.99,96,12.44,401,2
2018,74,1562,1682,5,2,1,4025,1806,1507,0,1,306,1,5.28,95,12.49,358,0
2017,140,2574,1407,2,7,0,4721,1743,1256,1,0,232,0,6.49,147,12.49,463,1
2006,151,1613,1289,2,4,0,4440,1764,1617,2,0,270,1,4.57,114,11.39,330,0
2018,128,2161,1681,4,4,0,4777,1873,1577,1,1,229,1,5.48,129,12.64,187,3
2022,66,1061,1152,3,7,1,4254,1893,1467,0,0,190,0,3.5,88,12.23,180,0
2022,127,1714,1498,4,3,1,4507,1682,1337,1,1,212,1,4.63,86,12.47,371,3
2005,127,970,1968,2,6,0,4469,1763,1547,1,0,203,1,5.43,130,13.9,460,0
2009,134,1272,1451,5,5,0,4199,1847,1394,2,1,254,1,3.71,78,11.74,376,3
2009,117,2220,1206,5,7,0,4116,1931,1493,0,1,226,1,4.84,110,11.88,447,1
2014,122,1775,1503,5,6,0,4326,1923,1347,1,0,172,0,4.85,123,12.21,459,2
2007,138,1640,1282,5,7,0,4539,1716,1628,1,1,207,1,3.5,75,11.37,507,1
2022,158,1426,1051,5,3,0,4273,1882,1335,2,0,128,1,3.5,98,11.1,392,1
2020,128,1690,1575,4,3,0,4401,1785,1456,1,0,209,1,5.33,115,11.98,403,2
2021,124,1951,1679,4,6,0,3934,1864,1280,2,0,220,0,5.08,87,11.83,365,0
2008,144,2291,1322,5,2,0,4389,1843,1447,0,1,329,1,5.68,113,12.33,355,1
2005,63,800,1306,5,5,0,4807,1679,1416,0,0,301,1,3.94,88,13.58,243,0
2023,159,1384,1160,5,7,0,4712,1824,1541,0,0,158,0,4.26,85,11.24,491,1
2010,140,1880,1363,5,8,1,4474,1860,1416,1,1,232,0,3.5,75,12.08,345,2
2018,142,1751,1259,4,7,0,4573,1778,1541,0,1,233,0,4.42,99,11.84,343,2
2023,178,2002,1147,5,9,0,4252,1760,1368,1,0,206,0,4.51,89,10.65,325,2
2005,62,1934,1873,5,6,1,4987,1654,1427,2,0,210,1,5.35,122,14.5,268,0
2005,61,1648,1517,4,5,0,5120,1835,1429,2,0,199,1,6.2,117,13.16,385,0
2005,151,1537,1543,5,3,1,4549,1797,1490,1,0,332,1,3.5,96,10.77,428,3
2008,140,1677,1621,4,7,0,5200,1706,1479,1,1,195,1,4.88,115,13.38,330,2
2006,147,2374,1593,5,8,1,4296,1754,1508,0,1,240,1,4.06,87,13.09,470,1
2021,122,1434,1297,2,4,0,4125,1792,1471,0,0,100,0,3.5,84,12.29,340,2
2017,167,1769,1468,5,2,0,4287,1735,1503,0,0,269,0,4.79,79,10.08,238,3
2024,177,1892,1333,2,2,1,4434,1780,1378,1,0,291,0,4.29,84,11.34,502,2
2021,159,2580,1510,4,7,1,5194,1640,1481,0,0,157,1,4.81,125,12.45,411,1
2024,130,1650,1485,3,7,0,4416,1888,1579,0,0,189,1,4.16,88,12.44,458,0
2009,60,2279,1304,4,2,1,4242,1781,1316,1,0,247,1,3.5,75,12.81,453,0
2010,171,2416,1068,4,2,0,4230,1692,1489,0,0,221,1,3.6,75,11.42,289,2
2021,189,1768,1437,5,7,1,4842,1600,1504,1,0,248,0,4.15,104,11.49,339,1
2009,166,1695,1349,4,5,1,4799,1862,1567,0,1,203,1,4.63,94,12.53,481,1
2006,105,1635,927,5,5,0,4354,1825,1508,1,1,332,1,3.5,75,11.79,543,1
2018,167,1672,1527,4,4,1,3937,1797,1458,0,0,180,1,5.13,145,11.9,375,2
2021,174,2227,1641,2,7,1,4161,1849,1484,1,0,381,1,4.21,75,12.53,318,3
2024,202,1916,2032,5,7,1,5016,1849,1391,1,1,295,0,5.43,112,12.5,542,3
2023,105,1918,1302,5,2,0,4707,1796,1419,0,0,270,1,4.14,81,11.49,328,3
2007,131,1237,1265,4,2,1,4520,1760,1343,0,1,158,1,4.5,85,12.06,409,2
2020,170,1316,1123,5,6,0,5061,1747,1569,2,0,275,1,3.5,75,11.36,354,3
