anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2015,203,1882,1510,3,4,0,4539,1907,1531,0,1,305,1,4.93,107,11.63,250,3
2009,94,1297,1118,4,5,0,4736,1730,1512,0,1,292,1,4.11,97,13.06,323,0
2019,96,1170,1535,3,4,0,4300,1721,1405,2,1,273,1,4.6,113,13.17,291,2
2017,199,1635,1026,5,6,1,4690,1782,1555,0,0,215,1,3.5,75,11.08,286,2
2022,145,2400,1772,3,5,1,4784,1815,1518,0,0,233,1,5.72,132,13.19,404,2
2016,203,1895,1434,3,7,1,4826,1616,1502,2,0,187,0,4.72,91,11.57,382,3
2007,153,2530,1109,4,7,0,4466,1731,1432,0,1,119,1,4.54,111,11.63,302,1
2022,104,1734,1736,5,3,0,4484,1924,1460,0,0,242,1,5.49,110,12.37,525,1
2008,137,1645,1689,5,3,1,3998,1681,1403,0,1,285,1,5.0,96,12.97,348,1
2006,191,1104,1237,4,3,1,4507,1721,1475,0,1,238,1,3.5,75,10.83,534,2
2020,179,1512,1951,5,4,0,4585,1724,1407,1,1,218,1,6.26,133,12.26,351,3
2014,140,2518,1149,4,8,0,4929,1819,1553,0,1,272,1,4.65,101,11.63,412,2
2017,142,1964,1478,3,5,1,4114,1775,1463,2,1,239,1,4.2,86,12.75,339,3
2007,135,2167,1696,5,5,0,4243,1754,1476,1,0,288,1,5.99,126,12.8,353,1
2019,116,2153,850,2,7,0,4196,1659,1486,0,1,194,0,3.5,75,11.64,282,0
2013,219,1795,1650,5,5,0,4773,1829,1485,0,1,111,1,4.83,101,12.02,269,3
2024,140,1698,1384,5,4,1,3732,1780,1347,0,0,250,1,4.08,82,12.19,276,1
2017,93,1860,1396,2,8,0,4171,1727,1561,0,0,274,0,5.04,111,12.05,438,0
2023,120,2136,1131,5,2,0,5126,1782,1467,2,0,173,1,4.42,91,11.18,466,3
2020,170,2029,1483,5,2,0,4699,1843,1416,0,1,234,1,5.8,128,12.0,460,3
2021,166,2046,1123,2,6,0,4096,1662,1383,0,0,264,1,4.22,83,11.46,251,3
2006,134,1877,1158,4,3,0,4482,1656,1405,0,0,100,1,4.32,83,11.48,509,1
2020,113,1415,1288,4,5,0,4757,1698,1411,2,1,368,1,4.64,108,11.96,422,3
2017,141,1669,1093,4,3,0,4667,1710,1461,0,0,267,1,3.54,75,11.07,294,1
2012,71,1329,1793,4,9,0,4433,1600,1391,0,1,208,1,5.72,126,13.58,351,0
2011,86,2302,1068,4,6,0,4260,1732,1468,0,1,150,1,3.5,75,11.88,363,0
2017,173,800,1211,2,6,1,4753,1869,1471,2,0,124,1,3.5,75,10.7,405,3
2008,120,1691,1321,4,5,1,4498,1754,1405,0,1,422,1,3.89,75,12.88,196,0
2008,155,2994,1401,4,2,0,4746,1861,1635,0,1,200,0,6.57,132,12.05,249,1
2022,190,1629,1598,4,3,0,4621,1600,1450,1,0,262,1,5.31,129,11.05,435,3
2020,167,1233,1605,4,7,0,4358,1771,1486,0,0,180,0,5.22,106,12.07,424,1
2016,141,1791,1324,5,9,0,4937,1891,1468,0,1,200,1,4.29,95,12.21,303,2
2020,228,2445,1304,4,2,0,4349,1906,1446,2,0,260,0,4.76,100,11.0,369,3
2011,167,1720,1409,5,3,0,4631,1740,1512,0,1,163,1,5.01,110,11.45,463,2
2019,125,2107,1606,4,4,1,4308,1714,1568,0,0,215,1,4.44,82,11.76,379,1
2009,170,1850,1574,4,4,0,4430,1811,1453,1,1,208,0,5.38,128,13.06,350,1
2013,157,1614,1271,2,2,1,4424,1683,1391,1,0,249,1,3.55,75,10.93,220,2
2007,105,3375,885,5,9,0,4300,1751,1502,2,1,272,1,4.1,86,10.98,274,3
2012,143,1836,1936,4,6,0,4572,1646,1288,1,0,209,0,5.77,135,13.02,417,1
2011,133,1531,1638,3,4,0,4897,1787,1471,0,0,305,0,5.6,105,12.91,390,0
2013,60,1555,1466,4,3,1,5064,1780,1444,0,0,191,1,3.68,75,13.4,426,0
2014,133,1990,1485,5,5,0,4935,1910,1484,1,0,196,1,5.67,127,11.83,291,2
2005,128,2005,1270,4,9,0,4448,1809,1339,0,0,225,1,4.69,116,11.8,180,0
2011,122,2186,1150,4,7,0,4941,1727,1424,0,1,204,0,4.06,84,11.58,328,0
2021,72,1871,1317,5,3,0,4627,1773,1377,0,0,267,0,4.77,121,12.56,338,0
2013,125,1084,1344,4,5,1,5044,1677,1415,0,0,100,1,3.5,80,11.7,359,0
2015,138,2066,1244,2,9,0,4119,1783,1504,2,1,112,0,4.8,96,12.87,496,2
2007,144,1646,1036,2,9,1,4949,1763,1442,0,1,100,0,3.5,76,11.86,506,1
2012,93,1657,1322,5,9,0,4319,1814,1410,2,0,306,1,4.13,99,12.24,404,1
2024,166,1059,1544,2,5,0,4850,1855,1551,1,0,270,1,4.07,81,11.83,393,3
2015,90,1513,1276,5,6,0,4359,1620,1458,1,1,178,1,3.76,93,13.06,401,1
2005,131,1437,1405,2,3,0,4776,1806,1297,0,0,244,1,4.67,88,11.75,366,0
2019,194,1782,882,4,5,0,4415,1839,1374,1,1,112,0,3.5,86,10.37,474,3
2020,112,1073,1348,4,7,0,3931,1684,1489,0,0,201,1,3.95,95,11.95,220,0
2012,119,1825,1370,4,5,0,4207,1932,1491,2,0,310,0,5.23,131,12.11,446,2
2005,184,1862,1093,2,9,0,4427,1722,1474,0,0,260,0,4.49,105,11.45,407,1
2021,124,1240,968,4,7,0,4507,1977,1477,2,0,350,0,3.5,78,10.98,354,3
2010,128,1488,1503,5,3,0,3823,1843,1385,0,0,190,0,5.57,104,11.76,223,0
2023,149,1371,1198,4,3,0,4138,1858,1448,1,0,290,0,3.5,88,10.94,399,2
2012,183,2254,1522,3,6,0,4279,1802,1362,0,1,227,1,5.82,134,11.63,273,2
2012,60,800,1295,5,4,0,4436,1861,1389,1,0,240,1,3.63,85,12.1,268,0
2020,106,1628,1556,5,9,1,4567,1697,1383,1,1,236,1,4.54,89,12.38,364,2
2007,99,970,1315,4,2,0,4252,1715,1389,2,1,267,1,3.63,75,12.14,351,2
2005,95,1584,1023,4,8,0,4041,1623,1428,1,0,301,1,3.51,80,11.89,363,0
2020,105,2223,1378,2,5,0,4592,1823,1437,2,0,224,1,5.59,112,12.38,311,2
2023,106,1485,1318,2,8,0,4400,1723,1391,1,0,244,1,4.57,99,12.01,367,2
2024,152,1869,1564,4,3,0,4769,1840,1540,0,1,214,1,4.59,105,12.49,537,3
2007,104,1378,1287,3,4,1,4341,1828,1418,2,0,238,1,3.5,75,12.13,372,1
2007,145,2770,1302,5,9,1,4695,1673,1575,1,1,171,1,4.53,98,11.85,296,2
2011,156,2257,1615,4,3,0,4231,1836,1533,1,0,282,1,4.73,96,11.79,298,2
2019,110,2364,1692,4,5,1,4581,1801,1358,2,1,264,1,5.89,116,13.42,320,3
2023,145,1136,1590,4,9,0,4527,1796,1524,0,1,241,0,4.15,97,12.46,510,2
2021,207,1249,1659,3,3,0,4636,1817,1343,0,1,220,1,4.88,92,11.78,424,3
2012,153,2340,1514,5,7,1,4218,1778,1567,1,1,180,1,5.1,100,12.08,502,3
2023,114,1703,1593,4,4,0,4463,1781,1479,0,0,163,1,4.41,94,12.66,413,0
2010,137,1671,1620,4,7,1,4244,1865,1374,0,0,153,1,5.14,116,12.34,522,0
2007,102,1967,1501,3,3,0,4452,1700,1280,0,1,173,1,5.18,112,12.32,211,0
2013,151,1172,1416,4,5,0,4688,1684,1421,0,1,277,1,3.56,82,11.81,236,2
2006,175,2186,1436,5,2,1,5200,1719,1345,1,1,247,1,4.94,92,11.33,407,2
2018,106,1809,2001,4,3,1,4511,1863,1538,0,0,134,1,5.81,104,12.34,424,0
2024,131,2040,1403,2,2,0,4716,1754,1354,0,1,162,1,4.52,97,11.75,275,1
2007,185,1465,1341,4,2,0,4534,1934,1433,0,1,303,1,4.51,112,12.52,343,1
2007,120,2057,1309,5,7,1,4843,1600,1490,0,0,323,1,5.07,110,11.25,339,0
2008,148,1448,1392,4,2,0,4640,1723,1452,0,0,273,1,4.99,105,11.75,438,0
2008,98,2277,1461,5,2,1,4816,1744,1472,0,0,350,1,4.88,95,12.83,306,0
2015,107,2365,1117,4,6,0,4608,1802,1431,0,1,179,1,4.34,106,11.91,281,0
2016,119,2256,905,5,8,1,5200,1887,1508,0,1,248,1,3.87,85,11.37,338,1
2024,227,2058,1474,2,5,0,4916,1765,1377,1,0,183,1,4.8,91,10.6,307,3
2013,124,2117,998,4,9,0,3986,1698,1495,0,1,357,1,3.5,75,11.25,375,1
2023,119,800,1465,4,9,0,4591,1847,1356,0,1,248,1,4.37,112,12.25,371,1
2020,117,2217,1435,4,9,0,4524,1904,1464,2,0,248,1,4.93,109,11.78,452,3
2022,133,1663,1688,5,2,0,3835,1600,1361,0,1,245,1,4.24,93,12.75,307,1
2008,166,1847,1818,2,3,0,4241,1826,1434,1,1,181,0,5.62,127,12.93,335,2
2014,148,1658,1492,4,8,1,4362,1804,1496,0,0,219,1,3.5,75,12.35,296,1
2023,222,1104,1262,4,8,0,4279,1713,1548,0,0,100,1,3.5,75,11.33,561,3
2020,149,1531,1106,5,8,0,4540,1742,1308,0,0,196,1,3.5,76,11.45,304,2
2009,198,2129,1202,5,6,1,3959,1803,1389,0,1,162,1,3.62,75,12.38,420,2
2021,151,2509,1410,4,9,0,4726,1782,1373,0,0,271,1,6.18,131,11.87,429,2
2020,164,1489,883,3,9,1,4735,1760,1545,0,0,305,1,3.5,75,10.14,290,2
2007,82,1348,1419,2,2,0,4607,1686,1381,1,0,240,1,4.36,104,12.06,447,0
2006,135,2526,1397,3,4,0,4402,1803,1505,2,1,161,1,5.71,135,12.32,414,2
2010,137,1359,1561,5,6,1,4503,1727,1409,1,1,157,0,4.29,86,12.86,308,1
2014,130,2837,1316,5,6,0,4361,1787,1336,0,0,269,1,6.11,132,12.24,234,1
2008,60,1825,1426,5,3,1,4847,1733,1458,0,0,207,1,4.97,104,12.94,347,0
2005,175,1358,1216,4,6,1,4654,1796,1360,1,0,208,1,3.5,85,11.66,332,2
2007,125,2292,1284,4,9,1,5102,1840,1507,0,1,158,1,3.65,83,12.14,297,0
2011,122,2647,957,4,3,0,4391,1799,1515,1,0,239,0,4.43,91,11.09,294,1
2012,130,1083,1431,5,9,0,4939,1833,1554,0,0,236,1,5.23,129,12.04,428,0
2011,131,2579,1787,2,6,0,4328,1669,1369,0,0,273,1,6.62,132,12.84,300,0
2013,156,1659,1441,3,4,0,4450,1817,1574,0,0,167,1,5.39,129,12.06,279,1
2019,89,2543,1491,4,7,0,4187,1803,1526,0,1,222,1,5.42,119,12.47,381,1
2009,103,1610,1155,3,4,1,4659,1730,1308,2,1,138,1,3.5,75,11.7,498,2
2014,152,1011,1758,5,8,0,4484,1767,1624,0,0,238,0,4.99,104,12.96,282,0
2019,146,2051,1208,2,7,0,4689,1600,1582,0,0,225,1,5.05,108,11.32,273,2
2006,125,2263,1600,5,8,0,4951,1786,1367,0,0,202,1,5.9,141,12.97,505,0
2023,117,2848,1427,4,5,0,4485,1747,1475,0,0,279,1,5.73,140,12.51,187,2
2024,107,2662,1160,3,2,0,4616,1600,1343,0,0,147,1,4.84,89,11.96,346,1
2010,138,2148,1657,4,4,0,4773,1820,1439,2,1,319,1,6.53,136,13.2,497,3
2022,187,1681,1404,4,8,0,4484,1729,1464,1,0,250,1,4.52,108,11.31,363,3
2010,98,1540,1445,5,2,1,4337,1802,1498,1,1,260,1,4.48,97,13.03,317,1
2023,201,1653,1513,4,4,0,4609,1761,1384,0,1,242,0,5.61,128,12.0,379,3
2018,174,1385,1395,5,6,1,4653,1818,1447,0,0,182,1,3.89,85,11.93,439,2
2009,122,1663,1305,5,8,0,4737,1787,1376,0,0,191,1,4.38,102,11.57,315,0
2006,171,800,1517,5,7,0,4753,1757,1479,0,0,283,1,4.36,106,11.78,377,0
2012,81,1889,1299,4,3,1,4301,1819,1502,1,0,224,1,4.03,81,13.04,327,0
2019,71,1786,1416,4,2,0,4636,1846,1455,0,0,244,0,4.59,80,13.08,419,0
2009,88,3083,1233,2,5,0,4873,1600,1540,1,0,204,1,5.21,119,12.77,407,0
2015,124,2179,1027,4,4,0,4362,1782,1509,0,0,276,0,3.6,75,12.0,312,1
2007,127,1560,1232,4,5,0,4611,1732,1478,0,1,265,1,4.03,75,11.76,369,0
2013,119,2082,1276,3,7,1,4316,1691,1541,1,0,146,1,3.5,75,11.92,389,1
2005,144,1187,1404,5,7,0,4552,1884,1351,1,0,344,0,5.97,121,12.47,489,0
2024,60,1499,1696,4,5,0,5025,1857,1446,0,1,289,1,5.56,120,13.95,384,0
2015,160,866,978,3,6,1,4554,1697,1309,0,0,276,1,3.5,75,10.49,302,1
2021,83,2518,1432,3,4,0,4211,1690,1448,0,0,245,1,5.07,116,12.86,378,0
2007,114,2097,850,2,8,0,4606,1845,1412,0,0,222,1,4.31,93,11.31,561,1
2008,123,1212,1139,5,4,0,4567,1729,1514,1,0,277,1,3.5,78,11.4,495,0
2008,94,1770,1273,4,2,0,4838,1753,1414,0,1,383,1,4.1,83,12.32,509,0
2016,85,2275,850,4,3,0,4089,1622,1398,2,0,220,1,4.13,83,11.86,244,2
2022,100,2048,936,4,4,1,4226,1769,1442,1,0,158,1,3.5,79,11.77,550,1
2017,140,1991,1439,5,3,0,4479,1871,1439,0,0,223,1,5.45,126,11.56,424,1
2014,164,1371,1419,4,7,1,4035,1743,1490,0,0,230,1,3.72,75,11.31,397,1
2023,163,1481,1372,4,4,0,4844,1770,1380,1,1,284,1,4.17,81,11.72,392,3
2008,100,1848,1199,4,3,0,3893,1919,1330,0,0,150,1,4.14,94,12.01,415,0
2008,108,2260,1939,5,7,0,4252,1850,1323,1,0,198,0,7.34,153,13.36,194,0
2018,103,1386,1360,5,8,0,4058,1894,1540,1,1,206,0,4.31,101,12.2,461,1
2022,158,1239,1184,5,5,0,4305,1830,1349,1,1,284,0,3.51,75,11.66,250,3
2010,60,2372,1820,3,4,0,4743,1876,1412,1,1,293,1,6.58,146,13.16,537,0
2010,190,1335,1554,5,7,0,4683,1646,1362,0,0,237,1,5.56,125,11.29,407,1
2015,121,2339,1307,5,7,0,4781,1714,1519,0,0,290,1,5.11,106,11.98,325,0
2020,109,1922,1698,4,6,1,4684,1647,1404,0,0,231,0,5.18,112,12.89,290,0
2010,154,2241,1439,5,2,0,3891,1957,1546,0,1,231,1,4.94,94,12.04,346,2
2021,181,2672,1561,5,9,1,4593,1794,1393,1,1,100,1,4.36,101,12.15,518,3
2015,154,2144,1459,5,9,0,3947,1769,1473,1,1,170,0,5.7,119,12.19,366,2
2019,182,2188,1143,5,8,0,4351,1719,1509,0,1,156,1,3.98,83,11.03,385,3
2017,145,1341,1643,5,2,0,4384,1698,1526,1,0,252,1,4.6,99,12.99,302,3
2014,189,1452,1440,5,5,1,4339,1600,1355,0,0,229,1,4.0,80,11.37,513,2
2015,190,2122,1148,5,5,0,4650,1959,1420,0,1,158,1,5.05,103,12.12,357,2
2024,136,2567,1209,2,9,0,4259,1773,1443,1,1,226,1,4.6,102,11.16,313,3
2012,198,2496,1639,4,5,0,5023,1784,1304,0,0,216,1,6.17,127,12.06,419,2
2023,147,2958,1308,3,7,0,4682,1667,1506,2,1,247,0,5.68,120,11.39,325,3
2020,143,1955,1412,4,4,0,4857,1775,1480,0,0,190,1,5.13,113,11.22,364,1
2008,103,1901,1564,2,8,1,4730,1810,1490,2,0,180,1,4.85,98,12.3,232,1
2022,128,2303,1432,4,6,0,4771,1773,1339,0,1,297,1,4.3,87,11.2,236,2
2012,171,1809,1018,5,4,0,4490,1829,1464,1,1,207,1,4.15,97,10.82,426,3
2008,87,1769,1559,5,6,0,5093,1712,1484,2,1,285,1,5.08,130,13.08,316,2
2010,166,1276,1635,2,6,0,4186,1805,1531,0,1,169,1,6.19,128,11.92,419,0
2007,154,2296,1617,4,8,0,4641,1851,1408,0,0,209,1,5.85,137,12.0,419,1
2011,151,1264,1804,3,3,0,4504,1824,1503,2,1,203,1,5.72,117,13.03,440,3
2007,60,2056,1491,5,9,0,4435,1810,1605,0,0,164,1,5.56,118,12.8,437,0
2015,136,1090,1594,2,2,1,4598,1771,1415,1,1,266,1,3.99,75,12.98,476,2
2024,166,2348,1797,3,8,0,4277,1700,1417,0,0,141,1,7.54,156,12.1,358,2
2024,109,1286,1327,4,2,0,4764,1824,1424,0,0,237,1,3.68,75,12.9,351,1
2023,144,2222,1834,2,7,1,4739,1748,1331,1,0,100,1,6.01,123,12.73,476,3
2009,60,1005,1834,4,6,0,4532,1704,1421,2,0,264,1,5.51,116,13.21,274,0
2009,167,1580,1596,4,3,1,4724,1841,1578,2,1,225,1,4.39,108,12.52,299,3
2018,114,2389,1860,5,6,1,4190,1651,1376,1,0,291,1,6.28,120,13.25,254,2
2024,175,1397,1613,5,3,0,3959,1735,1434,1,0,344,1,4.95,114,11.32,294,3
2021,66,1834,1180,4,9,1,4328,1841,1544,0,0,181,1,3.5,78,13.16,487,0
2009,168,1561,1684,4,2,1,4431,1855,1494,0,0,223,1,4.32,75,11.97,499,2
2019,131,800,1482,5,2,0,5200,1749,1468,0,0,144,1,4.15,77,12.42,350,1
2015,172,1954,1503,4,2,0,4434,1784,1423,0,0,194,1,6.99,164,12.83,244,1
2013,103,2016,1439,5,7,0,4813,1823,1441,2,1,226,1,5.14,100,12.42,315,2
2014,115,1246,1740,5,8,0,4757,1774,1451,2,1,224,1,5.63,119,12.86,399,3
2015,230,2087,1538,2,5,0,5137,1718,1504,0,0,270,1,5.23,87,11.3,531,3
2023,107,1402,1226,4,2,0,4538,1814,1456,2,0,252,1,5.4,106,11.01,359,3
2020,112,1298,1521,5,9,0,4699,1792,1524,0,0,281,1,3.81,81,12.94,467,1
2005,129,1803,1582,2,4,0,4444,1788,1302,1,0,181,1,5.37,129,12.06,446,0
2020,99,1459,1219,5,4,1,4243,1869,1515,0,1,231,1,3.5,86,12.88,244,1
2011,188,2946,1291,5,5,0,4201,1804,1408,2,1,159,1,6.1,126,11.88,475,3
2011,209,1023,1304,5,3,0,4267,1743,1451,0,0,211,0,3.95,97,10.45,490,2
2016,112,2169,1248,5,3,0,4932,1792,1416,2,0,100,1,4.92,107,11.42,438,2
2024,71,2294,1487,4,6,0,4588,1935,1501,0,0,215,1,5.3,113,13.44,374,0
2006,187,810,1654,5,4,0,4456,1722,1441,0,0,225,1,5.64,121,11.37,486,1
2015,184,934,1873,4,6,1,4508,1758,1499,0,1,194,1,5.26,107,12.6,431,2
2009,173,2081,1699,4,4,0,4333,1715,1386,0,0,197,1,6.76,128,12.32,390,2
2023,186,1559,1656,5,9,0,4493,1808,1465,0,0,119,1,3.76,82,12.24,420,3
2014,105,1992,1686,4,5,0,4491,1678,1547,1,0,182,1,5.44,107,12.94,511,0
2022,133,2370,1734,4,3,0,4699,1815,1538,0,0,185,1,6.23,140,12.35,297,1
2022,85,1614,1306,4,3,1,4777,1840,1422,0,1,235,1,3.79,98,12.99,367,1
2007,83,1268,1573,4,4,1,4011,1717,1461,0,0,249,0,3.5,75,13.15,326,0
2020,179,800,1481,4,2,0,4573,1711,1421,0,0,195,0,4.71,118,12.07,403,1
2020,113,1902,1368,5,8,0,4916,1660,1441,0,0,213,1,4.84,95,11.76,401,1
2021,231,1336,1286,5,9,0,4196,1783,1451,0,1,243,1,4.64,98,11.49,340,3
2024,143,1957,1274,5,7,0,4428,1690,1546,0,0,167,1,3.74,89,11.85,401,2
2020,114,1916,1333,5,7,0,4554,1729,1496,0,0,282,1,4.2,96,11.98,370,1
2021,172,1108,1091,4,3,0,4834,1746,1565,0,1,344,1,3.5,85,11.42,502,3
2019,212,2662,1530,4,8,0,4682,1724,1571,0,0,244,1,5.64,138,11.29,484,3
2010,159,2342,1395,5,8,0,4437,1846,1350,2,0,192,0,5.1,109,10.94,374,2
2021,91,2224,1427,3,4,0,4653,1907,1475,0,0,234,1,4.27,89,12.3,393,0
2019,155,1208,1485,5,7,1,4814,1609,1415,2,0,291,1,4.21,92,12.06,356,3
2018,195,1596,1581,4,9,1,4620,1714,1323,1,0,297,1,4.54,99,11.74,304,3
2024,120,1527,1252,4,6,1,5061,1799,1365,2,1,140,1,3.5,84,12.21,430,3
2019,109,1593,1373,4,8,0,4630,1695,1410,1,0,241,1,3.5,75,11.93,470,1
2011,181,1238,998,4,9,0,4188,1736,1582,2,0,177,1,3.75,89,10.2,204,3
2011,146,2017,850,4,5,0,4268,1796,1457,0,0,195,1,3.5,80,10.57,285,2
2011,96,1915,915,2,3,1,4463,1891,1436,1,0,237,1,3.5,75,11.55,478,0
2008,125,1983,1784,5,4,1,4441,1873,1448,0,1,253,1,4.92,95,13.08,505,1
2006,110,1547,943,5,6,0,4690,1756,1391,0,0,204,1,3.5,75,11.51,299,0
2020,152,2446,1518,4,8,0,4610,1790,1464,0,1,170,1,5.89,120,11.99,280,2
2020,144,1894,1769,4,7,0,5018,1750,1443,0,1,209,1,6.29,157,12.62,260,1
2008,186,800,1286,2,2,1,4747,1765,1322,1,1,159,1,3.5,75,11.14,477,2
2012,168,1480,1807,4,7,1,4950,1685,1408,0,1,326,1,4.42,90,12.53,401,1
2023,77,1771,1862,4,6,1,4274,1638,1715,1,0,127,0,5.78,121,13.35,365,0
2021,156,2283,1636,4,2,0,4375,1750,1500,0,1,257,1,6.42,148,12.42,302,2
2016,176,1650,1993,4,8,0,4709,1858,1443,1,0,228,0,6.8,159,12.48,449,2
2024,158,1675,1556,2,4,1,4531,1841,1503,1,1,221,1,5.28,110,12.81,339,3
2011,181,1469,1218,5,9,0,4692,1630,1374,0,0,158,1,3.52,76,10.77,504,1
2021,118,2133,1531,5,7,1,4579,1764,1458,2,0,191,1,4.17,81,12.06,361,3
2023,102,1576,1290,3,9,0,4318,1729,1519,1,1,201,1,3.62,79,12.58,450,2
2016,177,1498,1075,5,9,0,5016,1803,1324,0,1,188,0,3.5,76,11.75,435,2
2008,97,1429,1082,5,5,0,4847,1692,1393,1,1,206,0,4.02,83,11.98,396,0
2010,60,2078,1979,3,7,0,4037,1853,1419,1,1,227,1,7.08,151,13.8,342,0
2015,181,1534,1266,5,2,1,4319,1763,1428,0,1,194,1,3.5,81,11.72,530,3
2010,111,962,1395,4,8,0,4511,1826,1410,1,0,247,1,4.69,110,11.83,494,0
2006,128,2111,1236,4,4,1,4708,1850,1472,0,1,264,0,4.05,86,11.96,296,0
2008,84,1449,1436,3,5,0,4483,1624,1531,2,0,188,1,4.49,109,12.55,529,1
2024,87,1979,1342,4,4,0,4096,1762,1478,1,0,264,1,4.22,93,11.96,255,2
2012,94,1987,1300,4,8,0,4754,1901,1531,1,0,224,1,4.13,100,12.6,437,1
2016,126,2402,1100,4,6,0,4442,1781,1533,1,0,187,1,4.36,95,11.62,442,2
2013,155,2322,1049,2,5,0,4866,1863,1404,2,0,248,1,3.9,96,10.97,388,3
2021,60,1512,1217,5,7,1,4596,1813,1472,0,0,287,0,3.5,76,12.62,292,0
2007,170,1717,1476,4,5,0,4806,1740,1421,0,0,201,1,5.38,115,11.23,302,1
2010,93,1155,1922,4,9,1,4756,1802,1502,0,1,111,1,5.31,99,13.65,465,0
2016,97,2639,1667,4,7,0,4770,1864,1423,0,1,267,0,6.18,137,13.35,317,0
2021,167,2021,1859,3,4,0,4353,1883,1436,0,0,280,1,7.17,159,12.79,378,2
2014,137,2497,1525,5,7,1,4814,1895,1584,0,0,154,1,4.52,85,11.45,407,1
2019,79,1641,1382,4,4,0,4567,1691,1437,0,0,212,1,4.82,104,12.8,321,0
2021,214,800,1073,5,8,1,4131,1846,1328,1,0,248,1,3.5,75,9.94,275,3
2017,106,2566,1405,4,2,0,4387,1670,1460,0,1,100,1,5.66,127,11.72,262,1
2021,150,1847,868,4,5,0,4405,1769,1474,0,0,267,1,3.5,75,11.06,341,2
2024,148,1867,1329,4,8,0,4646,1763,1411,1,1,263,1,3.99,87,12.37,474,3
2009,196,1828,1811,4,4,1,4711,1830,1456,0,1,268,1,5.76,140,11.89,373,1
2013,122,2122,1487,4,5,0,4172,1805,1531,0,1,309,1,4.57,109,12.88,349,1
2009,180,2067,1687,5,7,1,4723,1879,1410,1,0,157,1,5.37,111,12.03,539,2
2013,110,1005,1309,4,3,0,4487,1731,1436,0,0,276,1,3.5,87,12.41,503,0
2005,185,2343,1061,5,3,0,4190,1847,1395,0,0,356,1,3.7,78,11.46,450,2
2018,109,1536,1285,3,6,0,4756,1811,1477,2,0,100,1,4.14,97,12.56,424,2
2009,126,1566,1306,4,9,1,4278,1780,1441,1,0,197,1,3.5,75,11.96,427,1
2021,216,2664,1707,2,5,0,4149,1684,1379,0,1,261,1,7.38,155,11.4,461,3
2019,153,2260,1899,5,5,1,4733,1825,1439,2,0,176,1,4.95,108,12.47,411,3
2011,144,1631,1220,2,8,0,4776,1805,1594,2,0,110,1,4.28,114,11.38,474,2
2014,230,872,1316,4,7,0,4309,1843,1317,1,1,238,1,3.7,75,10.67,397,3
2018,154,1881,1369,4,3,0,4824,1777,1343,0,1,229,1,4.78,96,12.08,476,2
2013,107,2069,1319,4,3,0,4807,1759,1477,0,0,176,1,4.65,117,12.4,264,0
2009,169,1760,1095,5,6,0,4352,1811,1342,0,1,234,1,3.5,75,11.96,280,2
2005,93,1177,1429,5,9,1,5106,1817,1604,0,0,274,1,4.13,85,13.01,527,0
2016,185,1405,1497,4,5,1,4490,1835,1334,1,1,279,1,4.24,85,11.3,497,3
2015,188,1172,1503,3,3,0,4575,1931,1349,0,0,244,0,4.67,95,12.56,307,1
2020,117,1908,1105,4,2,0,3793,1730,1411,1,0,145,1,4.01,92,11.6,269,1
2007,115,2210,1378,4,4,1,4698,1940,1535,0,1,200,1,5.18,98,12.25,481,0
2006,147,2313,971,4,3,1,4322,1600,1514,2,0,100,1,3.99,75,10.26,354,2
2019,141,1434,1635,4,9,1,4640,1856,1496,0,0,155,1,4.57,93,12.43,391,2
2019,101,1918,1152,5,3,0,3995,1714,1474,0,0,228,1,3.74,86,12.83,491,1
2020,163,2077,1338,5,4,1,4854,1940,1553,1,0,251,0,4.45,104,11.52,441,3
2005,60,1544,1294,4,5,0,4944,1709,1309,0,1,217,1,4.09,89,13.15,395,0
2018,123,1726,1261,5,3,0,5074,1864,1473,0,1,218,1,4.41,105,12.27,510,1
2024,124,2862,1142,4,6,0,3624,1701,1563,2,0,101,1,4.31,106,12.03,213,3
2020,129,1903,965,5,6,0,4684,1689,1368,0,0,141,1,3.5,80,10.89,326,1
2014,152,2241,1840,4,7,1,4612,1844,1476,1,0,149,1,6.19,139,12.33,655,2
2014,91,1583,1471,2,3,0,3604,1849,1547,0,0,183,1,4.67,100,12.92,431,0
2013,164,1821,1474,5,9,0,4290,1724,1549,1,1,182,0,5.58,105,12.43,519,3
2006,133,943,1932,4,6,1,4484,1972,1440,1,0,349,1,4.77,106,12.8,307,0
2019,114,1787,1382,5,2,0,4935,1754,1597,0,1,278,1,5.45,107,12.62,569,1
2015,85,2396,1546,4,9,1,4260,1905,1491,0,1,156,0,4.95,108,13.54,262,0
2015,93,2849,1413,5,9,1,4571,1699,1535,0,1,178,1,6.4,123,12.92,435,1
2023,154,2398,1704,5,4,0,4493,1703,1367,0,0,185,1,6.43,126,12.2,409,2
2019,101,2143,1533,5,5,0,4620,1787,1392,0,0,182,1,5.4,117,13.53,300,0
2024,143,1826,1486,5,7,0,4391,1699,1392,2,0,186,0,4.25,83,12.66,429,3
2006,182,1500,1344,4,8,0,4778,1816,1589,0,1,100,1,4.39,97,11.83,180,1
